Date,nepse open,nepse high,nepse Low,nepse close,nepse volume,Date__1,weekday,weeknum,weeknumber,month,uniquemonth,uniqueweek,close-open,high-low,high-close,close-low
2/12/2004,211.31,211.31,211.31,211.31,0,Thursday,5,7,2,2,80,337,0,0,0,0
2/13/2004,210.54,210.54,210.54,210.54,0,Friday,6,7,2,2,80,337,0,0,0,0
2/16/2004,210.69,210.69,210.69,210.69,0,Monday,2,8,3,2,80,338,0,0,0,0
2/17/2004,210.6,210.6,210.6,210.6,0,Tuesday,3,8,3,2,80,338,0,0,0,0
2/20/2004,210.56,210.56,210.56,210.56,0,Friday,6,8,3,2,80,338,0,0,0,0
2/23/2004,210.45,210.45,210.45,210.45,0,Monday,2,9,4,2,80,339,0,0,0,0
2/25/2004,210.04,210.04,210.04,210.04,0,Wednesday,4,9,4,2,80,339,0,0,0,0
2/26/2004,209.15,209.15,209.15,209.15,0,Thursday,5,9,4,2,80,339,0,0,0,0
2/27/2004,208.87,208.87,208.87,208.87,0,Friday,6,9,4,2,80,339,0,0,0,0
3/1/2004,208.68,208.68,208.68,208.68,0,Monday,2,10,1,3,81,340,0,0,0,0
3/2/2004,208.75,208.75,208.75,208.75,0,Tuesday,3,10,1,3,81,340,0,0,0,0
3/3/2004,208.82,208.82,208.82,208.82,0,Wednesday,4,10,1,3,81,340,0,0,0,0
3/4/2004,208.76,208.76,208.76,208.76,0,Thursday,5,10,1,3,81,340,0,0,0,0
3/5/2004,208.41,208.41,208.41,208.41,0,Friday,6,10,1,3,81,340,0,0,0,0
3/8/2004,208.09,208.09,208.09,208.09,0,Monday,2,11,2,3,81,341,0,0,0,0
3/9/2004,208.26,208.26,208.26,208.26,0,Tuesday,3,11,2,3,81,341,0,0,0,0
3/10/2004,208.07,208.07,208.07,208.07,0,Wednesday,4,11,2,3,81,341,0,0,0,0
3/11/2004,207.73,207.73,207.73,207.73,0,Thursday,5,11,2,3,81,341,0,0,0,0
3/12/2004,207.8,207.8,207.8,207.8,0,Friday,6,11,2,3,81,341,0,0,0,0
3/15/2004,207.85,207.85,207.85,207.85,0,Monday,2,12,3,3,81,342,0,0,0,0
3/16/2004,207.88,207.88,207.88,207.88,0,Tuesday,3,12,3,3,81,342,0,0,0,0
3/17/2004,208.16,208.16,208.16,208.16,0,Wednesday,4,12,3,3,81,342,0,0,0,0
3/18/2004,207.85,207.85,207.85,207.85,0,Thursday,5,12,3,3,81,342,0,0,0,0
3/19/2004,207.07,207.07,207.07,207.07,0,Friday,6,12,3,3,81,342,0,0,0,0
3/22/2004,208,208,208,208,0,Monday,2,13,4,3,81,343,0,0,0,0
3/23/2004,208.38,208.38,208.38,208.38,0,Tuesday,3,13,4,3,81,343,0,0,0,0
3/24/2004,203.93,203.93,203.93,203.93,0,Wednesday,4,13,4,3,81,343,0,0,0,0
3/25/2004,195.61,195.61,195.61,195.61,0,Thursday,5,13,4,3,81,343,0,0,0,0
3/26/2004,196.25,196.25,196.25,196.25,0,Friday,6,13,4,3,81,343,0,0,0,0
3/29/2004,195.88,195.88,195.88,195.88,0,Monday,2,14,5,3,81,344,0,0,0,0
3/31/2004,196.34,196.34,196.34,196.34,0,Wednesday,4,14,5,3,81,344,0,0,0,0
4/1/2004,195.14,195.14,195.14,195.14,0,Thursday,5,14,1,4,82,344,0,0,0,0
4/2/2004,195.17,195.17,195.17,195.17,0,Friday,6,14,1,4,82,344,0,0,0,0
4/5/2004,196.14,196.14,196.14,196.14,0,Monday,2,15,2,4,82,345,0,0,0,0
4/6/2004,197.32,197.32,197.32,197.32,0,Tuesday,3,15,2,4,82,345,0,0,0,0
4/7/2004,198.87,198.87,198.87,198.87,0,Wednesday,4,15,2,4,82,345,0,0,0,0
4/8/2004,199.41,199.41,199.41,199.41,0,Thursday,5,15,2,4,82,345,0,0,0,0
4/9/2004,199.53,199.53,199.53,199.53,0,Friday,6,15,2,4,82,345,0,0,0,0
4/12/2004,201.22,201.22,201.22,201.22,0,Monday,2,16,3,4,82,346,0,0,0,0
4/14/2004,202.94,202.94,202.94,202.94,0,Wednesday,4,16,3,4,82,346,0,0,0,0
4/15/2004,202.1,202.1,202.1,202.1,0,Thursday,5,16,3,4,82,346,0,0,0,0
4/16/2004,202.45,202.45,202.45,202.45,0,Friday,6,16,3,4,82,346,0,0,0,0
4/19/2004,202.72,202.72,202.72,202.72,0,Monday,2,17,4,4,82,347,0,0,0,0
4/20/2004,203.05,203.05,203.05,203.05,0,Tuesday,3,17,4,4,82,347,0,0,0,0
4/21/2004,203.16,203.16,203.16,203.16,0,Wednesday,4,17,4,4,82,347,0,0,0,0
4/22/2004,203.76,203.76,203.76,203.76,0,Thursday,5,17,4,4,82,347,0,0,0,0
4/23/2004,204.06,204.06,204.06,204.06,0,Friday,6,17,4,4,82,347,0,0,0,0
4/26/2004,204.38,204.38,204.38,204.38,0,Monday,2,18,5,4,82,348,0,0,0,0
4/27/2004,204.6,204.6,204.6,204.6,0,Tuesday,3,18,5,4,82,348,0,0,0,0
4/28/2004,204.55,204.55,204.55,204.55,0,Wednesday,4,18,5,4,82,348,0,0,0,0
4/29/2004,205.26,205.26,205.26,205.26,0,Thursday,5,18,5,4,82,348,0,0,0,0
4/30/2004,205.22,205.22,205.22,205.22,0,Friday,6,18,5,4,82,348,0,0,0,0
5/3/2004,205.07,205.07,205.07,205.07,0,Monday,2,19,2,5,83,349,0,0,0,0
5/5/2004,201,201,201,201,0,Wednesday,4,19,2,5,83,349,0,0,0,0
5/6/2004,201.12,201.12,201.12,201.12,0,Thursday,5,19,2,5,83,349,0,0,0,0
5/7/2004,201.27,201.27,201.27,201.27,0,Friday,6,19,2,5,83,349,0,0,0,0
5/10/2004,201.49,201.49,201.49,201.49,0,Monday,2,20,3,5,83,350,0,0,0,0
5/11/2004,201.54,201.54,201.54,201.54,0,Tuesday,3,20,3,5,83,350,0,0,0,0
5/12/2004,202.1,202.1,202.1,202.1,0,Wednesday,4,20,3,5,83,350,0,0,0,0
5/13/2004,204.35,204.35,204.35,204.35,0,Thursday,5,20,3,5,83,350,0,0,0,0
5/14/2004,204.41,204.41,204.41,204.41,0,Friday,6,20,3,5,83,350,0,0,0,0
5/17/2004,204.8,204.8,204.8,204.8,0,Monday,2,21,4,5,83,351,0,0,0,0
5/18/2004,205.1,205.1,205.1,205.1,0,Tuesday,3,21,4,5,83,351,0,0,0,0
5/19/2004,205.02,205.02,205.02,205.02,0,Wednesday,4,21,4,5,83,351,0,0,0,0
5/20/2004,205.29,205.29,205.29,205.29,0,Thursday,5,21,4,5,83,351,0,0,0,0
5/21/2004,205.13,205.13,205.13,205.13,0,Friday,6,21,4,5,83,351,0,0,0,0
5/24/2004,205.58,205.58,205.58,205.58,0,Monday,2,22,5,5,83,352,0,0,0,0
5/25/2004,206.12,206.12,206.12,206.12,0,Tuesday,3,22,5,5,83,352,0,0,0,0
5/26/2004,206.25,206.25,206.25,206.25,0,Wednesday,4,22,5,5,83,352,0,0,0,0
5/27/2004,206.9,206.9,206.9,206.9,0,Thursday,5,22,5,5,83,352,0,0,0,0
5/28/2004,204.04,204.04,204.04,204.04,0,Friday,6,22,5,5,83,352,0,0,0,0
5/31/2004,207.41,207.41,207.41,207.41,0,Monday,2,23,6,5,83,353,0,0,0,0
6/1/2004,205.25,205.25,205.25,205.25,0,Tuesday,3,23,1,6,84,353,0,0,0,0
6/2/2004,208.53,208.53,208.53,208.53,0,Wednesday,4,23,1,6,84,353,0,0,0,0
6/3/2004,209.14,209.14,209.14,209.14,0,Thursday,5,23,1,6,84,353,0,0,0,0
6/4/2004,209.49,209.49,209.49,209.49,0,Friday,6,23,1,6,84,353,0,0,0,0
6/7/2004,210.46,210.46,210.46,210.46,0,Monday,2,24,2,6,84,354,0,0,0,0
6/8/2004,211.75,211.75,211.75,211.75,0,Tuesday,3,24,2,6,84,354,0,0,0,0
6/9/2004,214.27,214.27,214.27,214.27,0,Wednesday,4,24,2,6,84,354,0,0,0,0
6/10/2004,216.75,216.75,216.75,216.75,0,Thursday,5,24,2,6,84,354,0,0,0,0
6/11/2004,216.42,216.42,216.42,216.42,0,Friday,6,24,2,6,84,354,0,0,0,0
6/14/2004,213.12,213.12,213.12,213.12,0,Monday,2,25,3,6,84,355,0,0,0,0
6/15/2004,211.31,211.31,211.31,211.31,0,Tuesday,3,25,3,6,84,355,0,0,0,0
6/16/2004,211.45,211.45,211.45,211.45,0,Wednesday,4,25,3,6,84,355,0,0,0,0
6/21/2004,211.51,211.51,211.51,211.51,0,Monday,2,26,4,6,84,356,0,0,0,0
6/22/2004,213.25,213.25,213.25,213.25,0,Tuesday,3,26,4,6,84,356,0,0,0,0
6/23/2004,215.1,215.1,215.1,215.1,0,Wednesday,4,26,4,6,84,356,0,0,0,0
6/24/2004,216.51,216.51,216.51,216.51,0,Thursday,5,26,4,6,84,356,0,0,0,0
6/25/2004,217.46,217.46,217.46,217.46,0,Friday,6,26,4,6,84,356,0,0,0,0
6/28/2004,217.41,217.41,217.41,217.41,0,Monday,2,27,5,6,84,357,0,0,0,0
6/29/2004,217.72,217.72,217.72,217.72,0,Tuesday,3,27,5,6,84,357,0,0,0,0
6/30/2004,218.65,218.65,218.65,218.65,0,Wednesday,4,27,5,6,84,357,0,0,0,0
7/1/2004,219.41,219.41,219.41,219.41,0,Thursday,5,27,1,7,85,357,0,0,0,0
7/2/2004,220.75,220.75,220.75,220.75,0,Friday,6,27,1,7,85,357,0,0,0,0
7/5/2004,225.15,225.15,225.15,225.15,0,Monday,2,28,2,7,85,358,0,0,0,0
7/6/2004,227.83,227.83,227.83,227.83,0,Tuesday,3,28,2,7,85,358,0,0,0,0
7/8/2004,226.88,226.88,226.88,226.88,0,Thursday,5,28,2,7,85,358,0,0,0,0
7/9/2004,226.3,226.3,226.3,226.3,0,Friday,6,28,2,7,85,358,0,0,0,0
7/12/2004,226.16,226.16,226.16,226.16,0,Monday,2,29,3,7,85,359,0,0,0,0
7/13/2004,226.42,226.42,226.42,226.42,0,Tuesday,3,29,3,7,85,359,0,0,0,0
7/14/2004,226.61,226.61,226.61,226.61,0,Wednesday,4,29,3,7,85,359,0,0,0,0
7/15/2004,222.04,222.04,222.04,222.04,0,Thursday,5,29,3,7,85,359,0,0,0,0
7/16/2004,222.65,222.65,222.65,222.65,0,Friday,6,29,3,7,85,359,0,0,0,0
7/19/2004,223.45,223.45,223.45,223.45,0,Monday,2,30,4,7,85,360,0,0,0,0
7/20/2004,224.41,224.41,224.41,224.41,0,Tuesday,3,30,4,7,85,360,0,0,0,0
7/21/2004,224.42,224.42,224.42,224.42,0,Wednesday,4,30,4,7,85,360,0,0,0,0
7/22/2004,223.42,223.42,223.42,223.42,0,Thursday,5,30,4,7,85,360,0,0,0,0
7/23/2004,224.09,224.09,224.09,224.09,0,Friday,6,30,4,7,85,360,0,0,0,0
7/27/2004,224.63,224.63,224.63,224.63,0,Tuesday,3,31,5,7,85,361,0,0,0,0
7/28/2004,224.91,224.91,224.91,224.91,0,Wednesday,4,31,5,7,85,361,0,0,0,0
7/29/2004,225.52,225.52,225.52,225.52,0,Thursday,5,31,5,7,85,361,0,0,0,0
7/30/2004,226.72,226.72,226.72,226.72,0,Friday,6,31,5,7,85,361,0,0,0,0
8/2/2004,227.3,227.3,227.3,227.3,0,Monday,2,32,1,8,86,362,0,0,0,0
8/3/2004,228.77,228.77,228.77,228.77,0,Tuesday,3,32,1,8,86,362,0,0,0,0
8/4/2004,230.2,230.2,230.2,230.2,0,Wednesday,4,32,1,8,86,362,0,0,0,0
8/5/2004,231.13,231.13,231.13,231.13,0,Thursday,5,32,1,8,86,362,0,0,0,0
8/6/2004,232.39,232.39,232.39,232.39,0,Friday,6,32,1,8,86,362,0,0,0,0
8/9/2004,232.53,232.53,232.53,232.53,0,Monday,2,33,2,8,86,363,0,0,0,0
8/10/2004,233.46,233.46,233.46,233.46,0,Tuesday,3,33,2,8,86,363,0,0,0,0
8/11/2004,235.7,235.7,235.7,235.7,0,Wednesday,4,33,2,8,86,363,0,0,0,0
8/12/2004,236.76,236.76,236.76,236.76,0,Thursday,5,33,2,8,86,363,0,0,0,0
8/13/2004,239.55,239.55,239.55,239.55,0,Friday,6,33,2,8,86,363,0,0,0,0
8/16/2004,241.51,241.51,241.51,241.51,0,Monday,2,34,3,8,86,364,0,0,0,0
8/17/2004,241.63,241.63,241.63,241.63,0,Tuesday,3,34,3,8,86,364,0,0,0,0
8/18/2004,241.22,241.22,241.22,241.22,0,Wednesday,4,34,3,8,86,364,0,0,0,0
8/19/2004,239.1,239.1,239.1,239.1,0,Thursday,5,34,3,8,86,364,0,0,0,0
8/20/2004,237.43,237.43,237.43,237.43,0,Friday,6,34,3,8,86,364,0,0,0,0
8/23/2004,236.27,236.27,236.27,236.27,0,Monday,2,35,4,8,86,365,0,0,0,0
8/24/2004,234.02,234.02,234.02,234.02,0,Tuesday,3,35,4,8,86,365,0,0,0,0
8/25/2004,235.81,235.81,235.81,235.81,0,Wednesday,4,35,4,8,86,365,0,0,0,0
8/26/2004,237.01,237.01,237.01,237.01,0,Thursday,5,35,4,8,86,365,0,0,0,0
8/27/2004,237.81,237.81,237.81,237.81,0,Friday,6,35,4,8,86,365,0,0,0,0
8/31/2004,237.43,237.43,237.43,237.43,0,Tuesday,3,36,5,8,86,366,0,0,0,0
9/7/2004,235.61,235.61,235.61,235.61,0,Tuesday,3,37,2,9,87,367,0,0,0,0
9/8/2004,234.07,234.07,234.07,234.07,0,Wednesday,4,37,2,9,87,367,0,0,0,0
9/9/2004,231.78,231.78,231.78,231.78,0,Thursday,5,37,2,9,87,367,0,0,0,0
9/10/2004,231.29,231.29,231.29,231.29,0,Friday,6,37,2,9,87,367,0,0,0,0
9/13/2004,230.9,230.9,230.9,230.9,0,Monday,2,38,3,9,87,368,0,0,0,0
9/14/2004,229.99,229.99,229.99,229.99,0,Tuesday,3,38,3,9,87,368,0,0,0,0
9/15/2004,230.72,230.72,230.72,230.72,0,Wednesday,4,38,3,9,87,368,0,0,0,0
9/16/2004,234.58,234.58,234.58,234.58,0,Thursday,5,38,3,9,87,368,0,0,0,0
9/17/2004,237.22,237.22,237.22,237.22,0,Friday,6,38,3,9,87,368,0,0,0,0
9/20/2004,236.83,236.83,236.83,236.83,0,Monday,2,39,4,9,87,369,0,0,0,0
9/21/2004,235.45,235.45,235.45,235.45,0,Tuesday,3,39,4,9,87,369,0,0,0,0
9/22/2004,234.12,234.12,234.12,234.12,0,Wednesday,4,39,4,9,87,369,0,0,0,0
9/23/2004,233.46,233.46,233.46,233.46,0,Thursday,5,39,4,9,87,369,0,0,0,0
9/24/2004,233.42,233.42,233.42,233.42,0,Friday,6,39,4,9,87,369,0,0,0,0
9/28/2004,233.05,233.05,233.05,233.05,0,Tuesday,3,40,5,9,87,370,0,0,0,0
9/29/2004,233.64,233.64,233.64,233.64,0,Wednesday,4,40,5,9,87,370,0,0,0,0
9/30/2004,234.11,234.11,234.11,234.11,0,Thursday,5,40,5,9,87,370,0,0,0,0
10/1/2004,233.99,233.99,233.99,233.99,0,Friday,6,40,1,10,88,370,0,0,0,0
10/4/2004,234.09,234.09,234.09,234.09,0,Monday,2,41,2,10,88,371,0,0,0,0
10/5/2004,234,234,234,234,0,Tuesday,3,41,2,10,88,371,0,0,0,0
10/6/2004,234.14,234.14,234.14,234.14,0,Wednesday,4,41,2,10,88,371,0,0,0,0
10/7/2004,233.92,233.92,233.92,233.92,0,Thursday,5,41,2,10,88,371,0,0,0,0
10/8/2004,233.81,233.81,233.81,233.81,0,Friday,6,41,2,10,88,371,0,0,0,0
10/11/2004,233.73,233.73,233.73,233.73,0,Monday,2,42,3,10,88,372,0,0,0,0
10/12/2004,232.37,232.37,232.37,232.37,0,Tuesday,3,42,3,10,88,372,0,0,0,0
10/13/2004,232.29,232.29,232.29,232.29,0,Wednesday,4,42,3,10,88,372,0,0,0,0
10/14/2004,231.31,231.31,231.31,231.31,0,Thursday,5,42,3,10,88,372,0,0,0,0
10/18/2004,231.81,231.81,231.81,231.81,0,Monday,2,43,4,10,88,373,0,0,0,0
10/19/2004,232.36,232.36,232.36,232.36,0,Tuesday,3,43,4,10,88,373,0,0,0,0
10/26/2004,232,232,232,232,0,Tuesday,3,44,5,10,88,374,0,0,0,0
10/27/2004,232.06,232.06,232.06,232.06,0,Wednesday,4,44,5,10,88,374,0,0,0,0
10/28/2004,232.13,232.13,232.13,232.13,0,Thursday,5,44,5,10,88,374,0,0,0,0
10/29/2004,232.44,232.44,232.44,232.44,0,Friday,6,44,5,10,88,374,0,0,0,0
11/1/2004,232.88,232.88,232.88,232.88,0,Monday,2,45,1,11,89,375,0,0,0,0
11/2/2004,233.54,233.54,233.54,233.54,0,Tuesday,3,45,1,11,89,375,0,0,0,0
11/3/2004,233.6,233.6,233.6,233.6,0,Wednesday,4,45,1,11,89,375,0,0,0,0
11/4/2004,232.76,232.76,232.76,232.76,0,Thursday,5,45,1,11,89,375,0,0,0,0
11/5/2004,232.41,232.41,232.41,232.41,0,Friday,6,45,1,11,89,375,0,0,0,0
11/9/2004,232.35,232.35,232.35,232.35,0,Tuesday,3,46,2,11,89,376,0,0,0,0
11/10/2004,233.83,233.83,233.83,233.83,0,Wednesday,4,46,2,11,89,376,0,0,0,0
11/11/2004,234.77,234.77,234.77,234.77,0,Thursday,5,46,2,11,89,376,0,0,0,0
11/15/2004,235.08,235.08,235.08,235.08,0,Monday,2,47,3,11,89,377,0,0,0,0
11/16/2004,235.37,235.37,235.37,235.37,0,Tuesday,3,47,3,11,89,377,0,0,0,0
11/17/2004,236.13,236.13,236.13,236.13,0,Wednesday,4,47,3,11,89,377,0,0,0,0
11/18/2004,237.24,237.24,237.24,237.24,0,Thursday,5,47,3,11,89,377,0,0,0,0
11/19/2004,238.01,238.01,238.01,238.01,0,Friday,6,47,3,11,89,377,0,0,0,0
11/22/2004,239.2,239.2,239.2,239.2,0,Monday,2,48,4,11,89,378,0,0,0,0
11/23/2004,240.4,240.4,240.4,240.4,0,Tuesday,3,48,4,11,89,378,0,0,0,0
11/24/2004,241.27,241.27,241.27,241.27,0,Wednesday,4,48,4,11,89,378,0,0,0,0
11/25/2004,241.57,241.57,241.57,241.57,0,Thursday,5,48,4,11,89,378,0,0,0,0
11/26/2004,241.6,241.6,241.6,241.6,0,Friday,6,48,4,11,89,378,0,0,0,0
11/29/2004,241.04,241.04,241.04,241.04,0,Monday,2,49,5,11,89,379,0,0,0,0
11/30/2004,238.92,238.92,238.92,238.92,0,Tuesday,3,49,5,11,89,379,0,0,0,0
12/1/2004,237.41,237.41,237.41,237.41,0,Wednesday,4,49,1,12,90,379,0,0,0,0
12/2/2004,237.97,237.97,237.97,237.97,0,Thursday,5,49,1,12,90,379,0,0,0,0
12/3/2004,237.62,237.62,237.62,237.62,0,Friday,6,49,1,12,90,379,0,0,0,0
12/6/2004,237.68,237.68,237.68,237.68,0,Monday,2,50,2,12,90,380,0,0,0,0
12/7/2004,238.1,238.1,238.1,238.1,0,Tuesday,3,50,2,12,90,380,0,0,0,0
12/8/2004,235.63,235.63,235.63,235.63,0,Wednesday,4,50,2,12,90,380,0,0,0,0
12/9/2004,236.52,236.52,236.52,236.52,0,Thursday,5,50,2,12,90,380,0,0,0,0
12/10/2004,236.71,236.71,236.71,236.71,0,Friday,6,50,2,12,90,380,0,0,0,0
12/13/2004,236.95,236.95,236.95,236.95,0,Monday,2,51,3,12,90,381,0,0,0,0
12/14/2004,236.75,236.75,236.75,236.75,0,Tuesday,3,51,3,12,90,381,0,0,0,0
12/15/2004,236.38,236.38,236.38,236.38,0,Wednesday,4,51,3,12,90,381,0,0,0,0
12/16/2004,237.03,237.03,237.03,237.03,0,Thursday,5,51,3,12,90,381,0,0,0,0
12/17/2004,237.53,237.53,237.53,237.53,0,Friday,6,51,3,12,90,381,0,0,0,0
12/20/2004,237.99,237.99,237.99,237.99,0,Monday,2,52,4,12,90,382,0,0,0,0
12/21/2004,238.47,238.47,238.47,238.47,0,Tuesday,3,52,4,12,90,382,0,0,0,0
12/22/2004,238.2,238.2,238.2,238.2,0,Wednesday,4,52,4,12,90,382,0,0,0,0
12/23/2004,238.17,238.17,238.17,238.17,0,Thursday,5,52,4,12,90,382,0,0,0,0
12/24/2004,238.81,238.81,238.81,238.81,0,Friday,6,52,4,12,90,382,0,0,0,0
12/27/2004,239.24,239.24,239.24,239.24,0,Monday,2,53,5,12,90,383,0,0,0,0
12/28/2004,239.41,239.41,239.41,239.41,0,Tuesday,3,53,5,12,90,383,0,0,0,0
12/29/2004,238.3,238.3,238.3,238.3,0,Wednesday,4,53,5,12,90,383,0,0,0,0
12/30/2004,238.32,238.32,238.32,238.32,0,Thursday,5,53,5,12,90,383,0,0,0,0
12/31/2004,238.29,238.29,238.29,238.29,0,Friday,6,53,5,12,90,383,0,0,0,0
1/3/2005,238.32,238.32,238.32,238.32,0,Monday,2,2,2,1,91,384,0,0,0,0
1/4/2005,235.68,235.68,235.68,235.68,0,Tuesday,3,2,2,1,91,384,0,0,0,0
1/5/2005,234.93,234.93,234.93,234.93,0,Wednesday,4,2,2,1,91,384,0,0,0,0
1/6/2005,235.16,235.16,235.16,235.16,0,Thursday,5,2,2,1,91,384,0,0,0,0
1/7/2005,235.61,235.61,235.61,235.61,0,Friday,6,2,2,1,91,384,0,0,0,0
1/10/2005,236.04,236.04,236.04,236.04,0,Monday,2,3,3,1,91,385,0,0,0,0
1/12/2005,237.68,237.68,237.68,237.68,0,Wednesday,4,3,3,1,91,385,0,0,0,0
1/13/2005,239.61,239.61,239.61,239.61,0,Thursday,5,3,3,1,91,385,0,0,0,0
1/14/2005,239.94,239.94,239.94,239.94,0,Friday,6,3,3,1,91,385,0,0,0,0
1/17/2005,239.89,239.89,239.89,239.89,0,Monday,2,4,4,1,91,386,0,0,0,0
1/18/2005,240.01,240.01,240.01,240.01,0,Tuesday,3,4,4,1,91,386,0,0,0,0
1/19/2005,240.34,240.34,240.34,240.34,0,Wednesday,4,4,4,1,91,386,0,0,0,0
1/20/2005,240.72,240.72,240.72,240.72,0,Thursday,5,4,4,1,91,386,0,0,0,0
1/21/2005,242.11,242.11,242.11,242.11,0,Friday,6,4,4,1,91,386,0,0,0,0
1/24/2005,243.76,243.76,243.76,243.76,0,Monday,2,5,5,1,91,387,0,0,0,0
1/25/2005,245.25,245.25,245.25,245.25,0,Tuesday,3,5,5,1,91,387,0,0,0,0
1/26/2005,246.85,246.85,246.85,246.85,0,Wednesday,4,5,5,1,91,387,0,0,0,0
1/27/2005,247.17,247.17,247.17,247.17,0,Thursday,5,5,5,1,91,387,0,0,0,0
1/28/2005,246.98,246.98,246.98,246.98,0,Friday,6,5,5,1,91,387,0,0,0,0
1/31/2005,247.41,247.41,247.41,247.41,0,Monday,2,6,6,1,91,388,0,0,0,0
2/1/2005,247.25,247.25,247.25,247.25,0,Tuesday,3,6,1,2,92,388,0,0,0,0
2/2/2005,246.94,246.94,246.94,246.94,0,Wednesday,4,6,1,2,92,388,0,0,0,0
2/3/2005,248.03,248.03,248.03,248.03,0,Thursday,5,6,1,2,92,388,0,0,0,0
2/4/2005,250.76,250.76,250.76,250.76,0,Friday,6,6,1,2,92,388,0,0,0,0
2/7/2005,251.02,251.02,251.02,251.02,0,Monday,2,7,2,2,92,389,0,0,0,0
2/8/2005,251.68,251.68,251.68,251.68,0,Tuesday,3,7,2,2,92,389,0,0,0,0
2/9/2005,251.88,251.88,251.88,251.88,0,Wednesday,4,7,2,2,92,389,0,0,0,0
2/10/2005,253.94,253.94,253.94,253.94,0,Thursday,5,7,2,2,92,389,0,0,0,0
2/11/2005,257.29,257.29,257.29,257.29,0,Friday,6,7,2,2,92,389,0,0,0,0
2/14/2005,259.05,259.05,259.05,259.05,0,Monday,2,8,3,2,92,390,0,0,0,0
2/15/2005,264.73,264.73,264.73,264.73,0,Tuesday,3,8,3,2,92,390,0,0,0,0
2/16/2005,267.14,267.14,267.14,267.14,0,Wednesday,4,8,3,2,92,390,0,0,0,0
2/17/2005,265.74,265.74,265.74,265.74,0,Thursday,5,8,3,2,92,390,0,0,0,0
2/21/2005,263.72,263.72,263.72,263.72,0,Monday,2,9,4,2,92,391,0,0,0,0
2/22/2005,263.41,263.41,263.41,263.41,0,Tuesday,3,9,4,2,92,391,0,0,0,0
2/23/2005,264.39,264.39,264.39,264.39,0,Wednesday,4,9,4,2,92,391,0,0,0,0
2/24/2005,264.98,264.98,264.98,264.98,0,Thursday,5,9,4,2,92,391,0,0,0,0
2/25/2005,265.53,265.53,265.53,265.53,0,Friday,6,9,4,2,92,391,0,0,0,0
2/28/2005,265.97,265.97,265.97,265.97,0,Monday,2,10,5,2,92,392,0,0,0,0
3/1/2005,268.42,268.42,268.42,268.42,0,Tuesday,3,10,1,3,93,392,0,0,0,0
3/2/2005,271.41,271.41,271.41,271.41,0,Wednesday,4,10,1,3,93,392,0,0,0,0
3/3/2005,273.57,273.57,273.57,273.57,0,Thursday,5,10,1,3,93,392,0,0,0,0
3/4/2005,277.62,277.62,277.62,277.62,0,Friday,6,10,1,3,93,392,0,0,0,0
3/7/2005,279.49,279.49,279.49,279.49,0,Monday,2,11,2,3,93,393,0,0,0,0
3/9/2005,281.8,281.8,281.8,281.8,0,Wednesday,4,11,2,3,93,393,0,0,0,0
3/10/2005,283.43,283.43,283.43,283.43,0,Thursday,5,11,2,3,93,393,0,0,0,0
3/11/2005,280.65,280.65,280.65,280.65,0,Friday,6,11,2,3,93,393,0,0,0,0
3/14/2005,278.5,278.5,278.5,278.5,0,Monday,2,12,3,3,93,394,0,0,0,0
3/15/2005,276.45,276.45,276.45,276.45,0,Tuesday,3,12,3,3,93,394,0,0,0,0
3/16/2005,274.67,274.67,274.67,274.67,0,Wednesday,4,12,3,3,93,394,0,0,0,0
3/17/2005,273.35,273.35,273.35,273.35,0,Thursday,5,12,3,3,93,394,0,0,0,0
3/18/2005,274.35,274.35,274.35,274.35,0,Friday,6,12,3,3,93,394,0,0,0,0
3/21/2005,275.57,275.57,275.57,275.57,0,Monday,2,13,4,3,93,395,0,0,0,0
3/22/2005,277.1,277.1,277.1,277.1,0,Tuesday,3,13,4,3,93,395,0,0,0,0
3/23/2005,278.46,278.46,278.46,278.46,0,Wednesday,4,13,4,3,93,395,0,0,0,0
3/24/2005,278.86,278.86,278.86,278.86,0,Thursday,5,13,4,3,93,395,0,0,0,0
3/28/2005,279.86,279.86,279.86,279.86,0,Monday,2,14,5,3,93,396,0,0,0,0
3/29/2005,281.08,281.08,281.08,281.08,0,Tuesday,3,14,5,3,93,396,0,0,0,0
3/30/2005,283.72,283.72,283.72,283.72,0,Wednesday,4,14,5,3,93,396,0,0,0,0
3/31/2005,284.34,284.34,284.34,284.34,0,Thursday,5,14,5,3,93,396,0,0,0,0
4/1/2005,284.21,284.21,284.21,284.21,0,Friday,6,14,1,4,94,396,0,0,0,0
4/4/2005,285.51,285.51,285.51,285.51,0,Monday,2,15,2,4,94,397,0,0,0,0
4/5/2005,285.43,285.43,285.43,285.43,0,Tuesday,3,15,2,4,94,397,0,0,0,0
4/6/2005,286.51,286.51,286.51,286.51,0,Wednesday,4,15,2,4,94,397,0,0,0,0
4/7/2005,289.56,289.56,289.56,289.56,0,Thursday,5,15,2,4,94,397,0,0,0,0
4/8/2005,291.09,291.09,291.09,291.09,0,Friday,6,15,2,4,94,397,0,0,0,0
4/11/2005,290.65,290.65,290.65,290.65,0,Monday,2,16,3,4,94,398,0,0,0,0
4/12/2005,291.83,291.83,291.83,291.83,0,Tuesday,3,16,3,4,94,398,0,0,0,0
4/13/2005,293.26,293.26,293.26,293.26,0,Wednesday,4,16,3,4,94,398,0,0,0,0
