Date,nepse open,nepse high,nepse Low,nepse close,nepse volume,Date__1,weekday,weeknum,weeknumber,month,uniquemonth,uniqueweek,close-open,high-low,high-close,close-low
7/20/1997,173.26,173.26,173.26,173.26,0,Sunday,1,30,4,7,1,1,0,0,0,0
7/21/1997,173.25,173.25,173.25,173.25,0,Monday,2,30,4,7,1,1,0,0,0,0
7/22/1997,173.03,173.03,173.03,173.03,0,Tuesday,3,30,4,7,1,1,0,0,0,0
7/23/1997,172.68,173.03,173.03,173.03,0,Wednesday,4,30,4,7,1,1,0.35,0,0,0
7/24/1997,172.66,172.66,172.66,172.66,0,Thursday,5,30,4,7,1,1,0,0,0,0
7/27/1997,173.15,173.15,173.15,173.15,0,Sunday,1,31,5,7,1,2,0,0,0,0
7/29/1997,172.88,172.88,172.88,172.88,0,Tuesday,3,31,5,7,1,2,0,0,0,0
7/30/1997,172.12,172.12,172.12,172.12,0,Wednesday,4,31,5,7,1,2,0,0,0,0
7/31/1997,171.7,171.7,171.7,171.7,0,Thursday,5,31,5,7,1,2,0,0,0,0
8/3/1997,171.52,171.52,171.52,171.52,0,Sunday,1,32,2,8,2,3,0,0,0,0
8/4/1997,171.36,171.36,171.36,171.36,0,Monday,2,32,2,8,2,3,0,0,0,0
8/5/1997,171.16,171.16,171.16,171.16,0,Tuesday,3,32,2,8,2,3,0,0,0,0
8/6/1997,171.1,171.1,171.1,171.1,0,Wednesday,4,32,2,8,2,3,0,0,0,0
8/7/1997,171.24,171.24,171.24,171.24,0,Thursday,5,32,2,8,2,3,0,0,0,0
8/10/1997,170.39,170.39,170.39,170.39,0,Sunday,1,33,3,8,2,4,0,0,0,0
8/11/1997,169.38,169.38,169.38,169.38,0,Monday,2,33,3,8,2,4,0,0,0,0
8/12/1997,169.28,169.28,169.28,169.28,0,Tuesday,3,33,3,8,2,4,0,0,0,0
8/13/1997,169.28,169.28,169.28,169.28,0,Wednesday,4,33,3,8,2,4,0,0,0,0
8/14/1997,169.52,169.52,169.52,169.52,0,Thursday,5,33,3,8,2,4,0,0,0,0
8/17/1997,169.57,169.57,169.57,169.57,0,Sunday,1,34,4,8,2,5,0,0,0,0
8/20/1997,169.76,169.76,169.76,169.76,0,Wednesday,4,34,4,8,2,5,0,0,0,0
8/21/1997,169.57,169.57,169.57,169.57,0,Thursday,5,34,4,8,2,5,0,0,0,0
8/24/1997,169.91,169.91,169.91,169.91,0,Sunday,1,35,5,8,2,6,0,0,0,0
8/26/1997,169.57,169.57,169.57,169.57,0,Tuesday,3,35,5,8,2,6,0,0,0,0
8/27/1997,169.87,169.87,169.87,169.87,0,Wednesday,4,35,5,8,2,6,0,0,0,0
8/28/1997,169.98,169.98,169.98,169.98,0,Thursday,5,35,5,8,2,6,0,0,0,0
8/31/1997,169.64,169.64,169.64,169.64,0,Sunday,1,36,6,8,2,7,0,0,0,0
9/1/1997,170.13,170.13,170.13,170.13,0,Monday,2,36,1,9,3,7,0,0,0,0
9/2/1997,170.2,170.2,170.2,170.2,0,Tuesday,3,36,1,9,3,7,0,0,0,0
9/3/1997,168.74,168.74,168.74,168.74,0,Wednesday,4,36,1,9,3,7,0,0,0,0
9/4/1997,168.63,168.63,168.63,168.63,0,Thursday,5,36,1,9,3,7,0,0,0,0
9/7/1997,168.49,168.49,168.49,168.49,0,Sunday,1,37,2,9,3,8,0,0,0,0
9/8/1997,168.84,168.84,168.84,168.84,0,Monday,2,37,2,9,3,8,0,0,0,0
9/9/1997,169.18,169.18,169.18,169.18,0,Tuesday,3,37,2,9,3,8,0,0,0,0
9/10/1997,169.17,169.17,169.17,169.17,0,Wednesday,4,37,2,9,3,8,0,0,0,0
9/11/1997,169.99,169.99,169.99,169.99,0,Thursday,5,37,2,9,3,8,0,0,0,0
9/14/1997,170.1,170.1,170.1,170.1,0,Sunday,1,38,3,9,3,9,0,0,0,0
9/16/1997,170.45,170.45,170.45,170.45,0,Tuesday,3,38,3,9,3,9,0,0,0,0
9/17/1997,170.6,170.6,170.6,170.6,0,Wednesday,4,38,3,9,3,9,0,0,0,0
9/18/1997,169.67,169.67,169.67,169.67,0,Thursday,5,38,3,9,3,9,0,0,0,0
9/21/1997,170.31,170.31,170.31,170.31,0,Sunday,1,39,4,9,3,10,0,0,0,0
9/22/1997,170.06,170.06,170.06,170.06,0,Monday,2,39,4,9,3,10,0,0,0,0
9/23/1997,170.43,170.43,170.43,170.43,0,Tuesday,3,39,4,9,3,10,0,0,0,0
9/24/1997,169.96,169.96,169.96,169.96,0,Wednesday,4,39,4,9,3,10,0,0,0,0
9/25/1997,169.97,169.97,169.97,169.97,0,Thursday,5,39,4,9,3,10,0,0,0,0
9/28/1997,170.71,170.71,170.71,170.71,0,Sunday,1,40,5,9,3,11,0,0,0,0
9/29/1997,170.64,170.64,170.64,170.64,0,Monday,2,40,5,9,3,11,0,0,0,0
9/30/1997,171.23,171.23,171.23,171.23,0,Tuesday,3,40,5,9,3,11,0,0,0,0
10/1/1997,170.2,170.2,170.2,170.2,0,Wednesday,4,40,1,10,4,11,0,0,0,0
10/5/1997,169.8,169.8,169.8,169.8,0,Sunday,1,41,2,10,4,12,0,0,0,0
10/6/1997,169.7,169.7,169.7,169.7,0,Monday,2,41,2,10,4,12,0,0,0,0
10/7/1997,169.68,169.68,169.68,169.68,0,Tuesday,3,41,2,10,4,12,0,0,0,0
10/16/1997,169.43,169.43,169.43,169.43,0,Thursday,5,42,3,10,4,13,0,0,0,0
10/19/1997,169.51,169.51,169.51,169.51,0,Sunday,1,43,4,10,4,14,0,0,0,0
10/20/1997,169.55,169.55,169.55,169.55,0,Monday,2,43,4,10,4,14,0,0,0,0
10/21/1997,169.29,169.29,169.29,169.29,0,Tuesday,3,43,4,10,4,14,0,0,0,0
10/22/1997,170.33,170.33,170.33,170.33,0,Wednesday,4,43,4,10,4,14,0,0,0,0
10/23/1997,171.04,171.04,171.04,171.04,0,Thursday,5,43,4,10,4,14,0,0,0,0
10/26/1997,170.61,170.61,170.61,170.61,0,Sunday,1,44,5,10,4,15,0,0,0,0
10/27/1997,172.96,172.96,172.96,172.96,0,Monday,2,44,5,10,4,15,0,0,0,0
10/28/1997,172,172,172,172,0,Tuesday,3,44,5,10,4,15,0,0,0,0
10/29/1997,173.43,173.43,173.43,173.43,0,Wednesday,4,44,5,10,4,15,0,0,0,0
11/3/1997,173.44,173.44,173.44,173.44,0,Monday,2,45,2,11,5,16,0,0,0,0
11/4/1997,172.68,172.68,172.68,172.68,0,Tuesday,3,45,2,11,5,16,0,0,0,0
11/5/1997,173.03,173.03,173.03,173.03,0,Wednesday,4,45,2,11,5,16,0,0,0,0
11/6/1997,172.07,172.07,172.07,172.07,0,Thursday,5,45,2,11,5,16,0,0,0,0
11/9/1997,173.02,173.02,173.02,173.02,0,Sunday,1,46,3,11,5,17,0,0,0,0
11/10/1997,172.46,172.46,172.46,172.46,0,Monday,2,46,3,11,5,17,0,0,0,0
11/11/1997,172.08,172.08,172.08,172.08,0,Tuesday,3,46,3,11,5,17,0,0,0,0
11/12/1997,171.96,171.96,171.96,171.96,0,Wednesday,4,46,3,11,5,17,0,0,0,0
11/13/1997,172.02,172.02,172.02,172.02,0,Thursday,5,46,3,11,5,17,0,0,0,0
11/16/1997,172.02,172.02,172.02,172.02,0,Sunday,1,47,4,11,5,18,0,0,0,0
11/17/1997,172.8,172.8,172.8,172.8,0,Monday,2,47,4,11,5,18,0,0,0,0
11/18/1997,172.68,172.68,172.68,172.68,0,Tuesday,3,47,4,11,5,18,0,0,0,0
11/19/1997,172.35,172.35,172.35,172.35,0,Wednesday,4,47,4,11,5,18,0,0,0,0
11/20/1997,173.01,173.01,173.01,173.01,0,Thursday,5,47,4,11,5,18,0,0,0,0
11/23/1997,173.28,173.28,173.28,173.28,0,Sunday,1,48,5,11,5,19,0,0,0,0
11/24/1997,173.1,173.1,173.1,173.1,0,Monday,2,48,5,11,5,19,0,0,0,0
11/25/1997,173.28,173.28,173.28,173.28,0,Tuesday,3,48,5,11,5,19,0,0,0,0
11/26/1997,172.39,172.39,172.39,172.39,0,Wednesday,4,48,5,11,5,19,0,0,0,0
11/27/1997,172.14,172.14,172.14,172.14,0,Thursday,5,48,5,11,5,19,0,0,0,0
11/30/1997,171.64,171.64,171.64,171.64,0,Sunday,1,49,6,11,5,20,0,0,0,0
12/1/1997,171.77,171.77,171.77,171.77,0,Monday,2,49,1,12,6,20,0,0,0,0
12/2/1997,171.19,171.19,171.19,171.19,0,Tuesday,3,49,1,12,6,20,0,0,0,0
12/3/1997,170.08,170.08,170.08,170.08,0,Wednesday,4,49,1,12,6,20,0,0,0,0
12/4/1997,170.22,170.22,170.22,170.22,0,Thursday,5,49,1,12,6,20,0,0,0,0
12/7/1997,170.68,170.68,170.68,170.68,0,Sunday,1,50,2,12,6,21,0,0,0,0
12/8/1997,170.54,170.54,170.54,170.54,0,Monday,2,50,2,12,6,21,0,0,0,0
12/9/1997,170.24,170.24,170.24,170.24,0,Tuesday,3,50,2,12,6,21,0,0,0,0
12/10/1997,171.14,171.14,171.14,171.14,0,Wednesday,4,50,2,12,6,21,0,0,0,0
12/11/1997,171.19,171.19,171.19,171.19,0,Thursday,5,50,2,12,6,21,0,0,0,0
12/14/1997,170.56,170.56,170.56,170.56,0,Sunday,1,51,3,12,6,22,0,0,0,0
12/15/1997,170.16,170.16,170.16,170.16,0,Monday,2,51,3,12,6,22,0,0,0,0
12/16/1997,170.11,170.11,170.11,170.11,0,Tuesday,3,51,3,12,6,22,0,0,0,0
12/17/1997,170.9,170.9,170.9,170.9,0,Wednesday,4,51,3,12,6,22,0,0,0,0
12/18/1997,171.7,171.7,171.7,171.7,0,Thursday,5,51,3,12,6,22,0,0,0,0
12/21/1997,170.83,170.83,170.83,170.83,0,Sunday,1,52,4,12,6,23,0,0,0,0
12/22/1997,170.57,170.57,170.57,170.57,0,Monday,2,52,4,12,6,23,0,0,0,0
12/23/1997,170.52,170.52,170.52,170.52,0,Tuesday,3,52,4,12,6,23,0,0,0,0
12/24/1997,170.94,170.94,170.94,170.94,0,Wednesday,4,52,4,12,6,23,0,0,0,0
12/25/1997,170.74,170.74,170.74,170.74,0,Thursday,5,52,4,12,6,23,0,0,0,0
12/28/1997,170.83,170.83,170.83,170.83,0,Sunday,1,53,5,12,6,24,0,0,0,0
12/30/1997,170.7,170.7,170.7,170.7,0,Tuesday,3,53,5,12,6,24,0,0,0,0
12/31/1997,170.93,170.93,170.93,170.93,0,Wednesday,4,53,5,12,6,24,0,0,0,0
1/4/1998,170.21,170.21,170.21,170.21,0,Sunday,1,2,2,1,7,25,0,0,0,0
1/5/1998,170.23,170.23,170.23,170.23,0,Monday,2,2,2,1,7,25,0,0,0,0
1/6/1998,170.39,170.39,170.39,170.39,0,Tuesday,3,2,2,1,7,25,0,0,0,0
1/7/1998,170.32,170.32,170.32,170.32,0,Wednesday,4,2,2,1,7,25,0,0,0,0
1/8/1998,170.69,170.69,170.69,170.69,0,Thursday,5,2,2,1,7,25,0,0,0,0
1/12/1998,170.73,170.73,170.73,170.73,0,Monday,2,3,3,1,7,26,0,0,0,0
1/13/1998,170.6,170.6,170.6,170.6,0,Tuesday,3,3,3,1,7,26,0,0,0,0
2/15/1998,176.6,176.6,176.6,176.6,0,Sunday,1,8,3,2,8,27,0,0,0,0
2/16/1998,176.62,176.62,176.62,176.62,0,Monday,2,8,3,2,8,27,0,0,0,0
2/17/1998,176.11,176.11,176.11,176.11,0,Tuesday,3,8,3,2,8,27,0,0,0,0
2/18/1998,176.12,176.12,176.12,176.12,0,Wednesday,4,8,3,2,8,27,0,0,0,0
2/22/1998,176.5,176.5,176.5,176.5,0,Sunday,1,9,4,2,8,28,0,0,0,0
2/23/1998,176.57,176.57,176.57,176.57,0,Monday,2,9,4,2,8,28,0,0,0,0
2/26/1998,178.68,178.68,178.68,178.68,0,Thursday,5,9,4,2,8,28,0,0,0,0
3/1/1998,177.58,177.58,177.58,177.58,0,Sunday,1,10,1,3,9,29,0,0,0,0
3/2/1998,177.86,177.86,177.86,177.86,0,Monday,2,10,1,3,9,29,0,0,0,0
3/3/1998,178.04,178.04,178.04,178.04,0,Tuesday,3,10,1,3,9,29,0,0,0,0
3/4/1998,178.56,178.56,178.56,178.56,0,Wednesday,4,10,1,3,9,29,0,0,0,0
3/5/1998,179.42,179.42,179.42,179.42,0,Thursday,5,10,1,3,9,29,0,0,0,0
3/8/1998,180.31,180.31,180.31,180.31,0,Sunday,1,11,2,3,9,30,0,0,0,0
3/9/1998,180.29,180.29,180.29,180.29,0,Monday,2,11,2,3,9,30,0,0,0,0
3/10/1998,180.22,180.22,180.22,180.22,0,Tuesday,3,11,2,3,9,30,0,0,0,0
3/11/1998,180.36,180.36,180.36,180.36,0,Wednesday,4,11,2,3,9,30,0,0,0,0
3/15/1998,180.84,180.84,180.84,180.84,0,Sunday,1,12,3,3,9,31,0,0,0,0
3/16/1998,169.71,169.71,169.71,169.71,0,Monday,2,12,3,3,9,31,0,0,0,0
3/17/1998,168.91,168.91,168.91,168.91,0,Tuesday,3,12,3,3,9,31,0,0,0,0
3/18/1998,169.49,169.49,169.49,169.49,0,Wednesday,4,12,3,3,9,31,0,0,0,0
3/19/1998,170.23,170.23,170.23,170.23,0,Thursday,5,12,3,3,9,31,0,0,0,0
3/22/1998,165.87,165.87,165.87,165.87,0,Sunday,1,13,4,3,9,32,0,0,0,0
3/23/1998,166.06,166.06,166.06,166.06,0,Monday,2,13,4,3,9,32,0,0,0,0
3/24/1998,166.34,166.34,166.34,166.34,0,Tuesday,3,13,4,3,9,32,0,0,0,0
3/25/1998,166.62,166.62,166.62,166.62,0,Wednesday,4,13,4,3,9,32,0,0,0,0
3/26/1998,167.4,167.4,167.4,167.4,0,Thursday,5,13,4,3,9,32,0,0,0,0
3/29/1998,167.83,167.83,167.83,167.83,0,Sunday,1,14,5,3,9,33,0,0,0,0
3/30/1998,167.06,167.06,167.06,167.06,0,Monday,2,14,5,3,9,33,0,0,0,0
3/31/1998,166.62,166.62,166.62,166.62,0,Tuesday,3,14,5,3,9,33,0,0,0,0
4/1/1998,166.37,166.37,166.37,166.37,0,Wednesday,4,14,1,4,10,33,0,0,0,0
4/2/1998,165.87,165.87,165.87,165.87,0,Thursday,5,14,1,4,10,33,0,0,0,0
4/6/1998,166.47,166.47,166.47,166.47,0,Monday,2,15,2,4,10,34,0,0,0,0
4/7/1998,166.64,166.64,166.64,166.64,0,Tuesday,3,15,2,4,10,34,0,0,0,0
4/8/1998,166.06,166.06,166.06,166.06,0,Wednesday,4,15,2,4,10,34,0,0,0,0
4/9/1998,165.82,165.82,165.82,165.82,0,Thursday,5,15,2,4,10,34,0,0,0,0
4/12/1998,159.38,159.38,159.38,159.38,0,Sunday,1,16,3,4,10,35,0,0,0,0
4/13/1998,158.86,158.86,158.86,158.86,0,Monday,2,16,3,4,10,35,0,0,0,0
5/14/1998,157.97,157.97,157.97,157.97,0,Thursday,5,20,3,5,11,36,0,0,0,0
5/17/1998,158.01,158.01,158.01,158.01,0,Sunday,1,21,4,5,11,37,0,0,0,0
5/18/1998,157.69,157.69,157.69,157.69,0,Monday,2,21,4,5,11,37,0,0,0,0
5/19/1998,157.57,157.57,157.57,157.57,0,Tuesday,3,21,4,5,11,37,0,0,0,0
5/20/1998,157.29,157.29,157.29,157.29,0,Wednesday,4,21,4,5,11,37,0,0,0,0
5/21/1998,157.57,157.57,157.57,157.57,0,Thursday,5,21,4,5,11,37,0,0,0,0
5/24/1998,157.68,157.68,157.68,157.68,0,Sunday,1,22,5,5,11,38,0,0,0,0
5/25/1998,156.84,156.84,156.84,156.84,0,Monday,2,22,5,5,11,38,0,0,0,0
5/26/1998,157.05,157.05,157.05,157.05,0,Tuesday,3,22,5,5,11,38,0,0,0,0
5/27/1998,157.56,157.56,157.56,157.56,0,Wednesday,4,22,5,5,11,38,0,0,0,0
5/28/1998,156.86,156.86,156.86,156.86,0,Thursday,5,22,5,5,11,38,0,0,0,0
6/1/1998,156.86,156.86,156.86,156.86,0,Monday,2,23,1,6,12,39,0,0,0,0
6/2/1998,156.43,156.43,156.43,156.43,0,Tuesday,3,23,1,6,12,39,0,0,0,0
6/3/1998,156.91,156.91,156.91,156.91,0,Wednesday,4,23,1,6,12,39,0,0,0,0
6/4/1998,156.77,156.77,156.77,156.77,0,Thursday,5,23,1,6,12,39,0,0,0,0
6/7/1998,156.78,156.78,156.78,156.78,0,Sunday,1,24,2,6,12,40,0,0,0,0
6/8/1998,158.05,158.05,158.05,158.05,0,Monday,2,24,2,6,12,40,0,0,0,0
6/9/1998,158.32,158.32,158.32,158.32,0,Tuesday,3,24,2,6,12,40,0,0,0,0
6/10/1998,159.56,159.56,159.56,159.56,0,Wednesday,4,24,2,6,12,40,0,0,0,0
6/11/1998,160.16,160.16,160.16,160.16,0,Thursday,5,24,2,6,12,40,0,0,0,0
6/14/1998,159.95,159.95,159.95,159.95,0,Sunday,1,25,3,6,12,41,0,0,0,0
6/15/1998,160.23,160.23,160.23,160.23,0,Monday,2,25,3,6,12,41,0,0,0,0
6/16/1998,160.38,160.38,160.38,160.38,0,Tuesday,3,25,3,6,12,41,0,0,0,0
6/17/1998,161.13,161.13,161.13,161.13,0,Wednesday,4,25,3,6,12,41,0,0,0,0
6/18/1998,160.72,160.72,160.72,160.72,0,Thursday,5,25,3,6,12,41,0,0,0,0
6/21/1998,161.02,161.02,161.02,161.02,0,Sunday,1,26,4,6,12,42,0,0,0,0
6/22/1998,161.34,161.34,161.34,161.34,0,Monday,2,26,4,6,12,42,0,0,0,0
6/23/1998,163.01,163.01,163.01,163.01,0,Tuesday,3,26,4,6,12,42,0,0,0,0
6/24/1998,164.07,164.07,164.07,164.07,0,Wednesday,4,26,4,6,12,42,0,0,0,0
6/25/1998,164.68,164.68,164.68,164.68,0,Thursday,5,26,4,6,12,42,0,0,0,0
6/28/1998,165.92,165.92,165.92,165.92,0,Sunday,1,27,5,6,12,43,0,0,0,0
6/29/1998,165.65,165.65,165.65,165.65,0,Monday,2,27,5,6,12,43,0,0,0,0
6/30/1998,165.87,165.87,165.87,165.87,0,Tuesday,3,27,5,6,12,43,0,0,0,0
7/1/1998,166.03,166.03,166.03,166.03,0,Wednesday,4,27,1,7,13,43,0,0,0,0
7/2/1998,166.05,166.05,166.05,166.05,0,Thursday,5,27,1,7,13,43,0,0,0,0
7/5/1998,165.41,165.41,165.41,165.41,0,Sunday,1,28,2,7,13,44,0,0,0,0
7/6/1998,164.33,164.33,164.33,164.33,0,Monday,2,28,2,7,13,44,0,0,0,0
7/7/1998,163.73,163.73,163.73,163.73,0,Tuesday,3,28,2,7,13,44,0,0,0,0
7/8/1998,163.44,163.44,163.44,163.44,0,Wednesday,4,28,2,7,13,44,0,0,0,0
7/9/1998,162.59,162.59,162.59,162.59,0,Thursday,5,28,2,7,13,44,0,0,0,0
7/13/1998,162.49,162.49,162.49,162.49,0,Monday,2,29,3,7,13,45,0,0,0,0
7/14/1998,162.85,162.85,162.85,162.85,0,Tuesday,3,29,3,7,13,45,0,0,0,0
7/15/1998,163.77,163.77,163.77,163.77,0,Wednesday,4,29,3,7,13,45,0,0,0,0
7/16/1998,163.35,163.35,163.35,163.35,0,Thursday,5,29,3,7,13,45,0,0,0,0
7/19/1998,164.01,164.01,164.01,164.01,0,Sunday,1,30,4,7,13,46,0,0,0,0
7/20/1998,164.04,164.04,164.04,164.04,0,Monday,2,30,4,7,13,46,0,0,0,0
7/21/1998,162.41,162.41,162.41,162.41,0,Tuesday,3,30,4,7,13,46,0,0,0,0
7/22/1998,161.57,161.57,161.57,161.57,0,Wednesday,4,30,4,7,13,46,0,0,0,0
7/23/1998,161.52,161.52,161.52,161.52,0,Thursday,5,30,4,7,13,46,0,0,0,0
7/26/1998,160.14,160.14,160.14,160.14,0,Sunday,1,31,5,7,13,47,0,0,0,0
7/27/1998,160.96,160.96,160.96,160.96,0,Monday,2,31,5,7,13,47,0,0,0,0
7/28/1998,161.21,161.21,161.21,161.21,0,Tuesday,3,31,5,7,13,47,0,0,0,0
7/29/1998,160.97,160.97,160.97,160.97,0,Wednesday,4,31,5,7,13,47,0,0,0,0
7/30/1998,161.29,161.29,161.29,161.29,0,Thursday,5,31,5,7,13,47,0,0,0,0
8/2/1998,161.85,161.85,161.85,161.85,0,Sunday,1,32,2,8,14,48,0,0,0,0
8/3/1998,162.07,162.07,162.07,162.07,0,Monday,2,32,2,8,14,48,0,0,0,0
8/4/1998,162.16,162.16,162.16,162.16,0,Tuesday,3,32,2,8,14,48,0,0,0,0
8/5/1998,162.37,162.37,162.37,162.37,0,Wednesday,4,32,2,8,14,48,0,0,0,0
8/6/1998,163.76,163.76,163.76,163.76,0,Thursday,5,32,2,8,14,48,0,0,0,0
8/10/1998,164.25,164.25,164.25,164.25,0,Monday,2,33,3,8,14,49,0,0,0,0
8/11/1998,164.77,164.77,164.77,164.77,0,Tuesday,3,33,3,8,14,49,0,0,0,0
8/12/1998,165.43,165.43,165.43,165.43,0,Wednesday,4,33,3,8,14,49,0,0,0,0
8/13/1998,166.02,166.02,166.02,166.02,0,Thursday,5,33,3,8,14,49,0,0,0,0
8/17/1998,166.28,166.28,166.28,166.28,0,Monday,2,34,4,8,14,50,0,0,0,0
8/18/1998,165.75,165.75,165.75,165.75,0,Tuesday,3,34,4,8,14,50,0,0,0,0
8/19/1998,166.47,166.47,166.47,166.47,0,Wednesday,4,34,4,8,14,50,0,0,0,0
8/20/1998,166.08,166.08,166.08,166.08,0,Thursday,5,34,4,8,14,50,0,0,0,0
8/23/1998,166.83,166.83,166.83,166.83,0,Sunday,1,35,5,8,14,51,0,0,0,0
8/24/1998,166.19,166.19,166.19,166.19,0,Monday,2,35,5,8,14,51,0,0,0,0
8/25/1998,166.82,166.82,166.82,166.82,0,Tuesday,3,35,5,8,14,51,0,0,0,0
8/26/1998,166.66,166.66,166.66,166.66,0,Wednesday,4,35,5,8,14,51,0,0,0,0
8/27/1998,166.21,166.21,166.21,166.21,0,Thursday,5,35,5,8,14,51,0,0,0,0
8/30/1998,166.59,166.59,166.59,166.59,0,Sunday,1,36,6,8,14,52,0,0,0,0
8/31/1998,166.54,166.54,166.54,166.54,0,Monday,2,36,6,8,14,52,0,0,0,0
9/1/1998,166.56,166.56,166.56,166.56,0,Tuesday,3,36,1,9,15,52,0,0,0,0
9/2/1998,166.17,166.17,166.17,166.17,0,Wednesday,4,36,1,9,15,52,0,0,0,0
9/3/1998,166.36,166.36,166.36,166.36,0,Thursday,5,36,1,9,15,52,0,0,0,0
9/6/1998,166.37,166.37,166.37,166.37,0,Sunday,1,37,2,9,15,53,0,0,0,0
9/7/1998,166.21,166.21,166.21,166.21,0,Monday,2,37,2,9,15,53,0,0,0,0
9/8/1998,167.3,167.3,167.3,167.3,0,Tuesday,3,37,2,9,15,53,0,0,0,0
9/9/1998,167.49,167.49,167.49,167.49,0,Wednesday,4,37,2,9,15,53,0,0,0,0
9/10/1998,167.74,167.74,167.74,167.74,0,Thursday,5,37,2,9,15,53,0,0,0,0
9/13/1998,168.06,168.06,168.06,168.06,0,Sunday,1,38,3,9,15,54,0,0,0,0
9/14/1998,168.21,168.21,168.21,168.21,0,Monday,2,38,3,9,15,54,0,0,0,0
9/15/1998,168.51,168.51,168.51,168.51,0,Tuesday,3,38,3,9,15,54,0,0,0,0
9/16/1998,168.42,168.42,168.42,168.42,0,Wednesday,4,38,3,9,15,54,0,0,0,0
9/17/1998,168.53,168.53,168.53,168.53,0,Thursday,5,38,3,9,15,54,0,0,0,0
9/20/1998,169.01,169.01,169.01,169.01,0,Sunday,1,39,4,9,15,55,0,0,0,0
9/22/1998,168.18,168.18,168.18,168.18,0,Tuesday,3,39,4,9,15,55,0,0,0,0
9/23/1998,168.28,168.28,168.28,168.28,0,Wednesday,4,39,4,9,15,55,0,0,0,0
9/24/1998,166.72,166.72,166.72,166.72,0,Thursday,5,39,4,9,15,55,0,0,0,0
9/27/1998,166.22,166.22,166.22,166.22,0,Sunday,1,40,5,9,15,56,0,0,0,0
10/6/1998,165.75,165.75,165.75,165.75,0,Tuesday,3,41,2,10,16,57,0,0,0,0
10/7/1998,167.35,167.35,167.35,167.35,0,Wednesday,4,41,2,10,16,57,0,0,0,0
10/8/1998,167.48,167.48,167.48,167.48,0,Thursday,5,41,2,10,16,57,0,0,0,0
10/11/1998,167.95,167.95,167.95,167.95,0,Sunday,1,42,3,10,16,58,0,0,0,0
10/12/1998,167.95,167.95,167.95,167.95,0,Monday,2,42,3,10,16,58,0,0,0,0
10/13/1998,168.42,168.42,168.42,168.42,0,Tuesday,3,42,3,10,16,58,0,0,0,0
10/14/1998,168.69,168.69,168.69,168.69,0,Wednesday,4,42,3,10,16,58,0,0,0,0
10/15/1998,168.75,168.75,168.75,168.75,0,Thursday,5,42,3,10,16,58,0,0,0,0
10/18/1998,169.61,169.61,169.61,169.61,0,Sunday,1,43,4,10,16,59,0,0,0,0
10/25/1998,170.07,170.07,170.07,170.07,0,Sunday,1,44,5,10,16,60,0,0,0,0
10/26/1998,169.71,169.71,169.71,169.71,0,Monday,2,44,5,10,16,60,0,0,0,0
10/27/1998,170.6,170.6,170.6,170.6,0,Tuesday,3,44,5,10,16,60,0,0,0,0
10/28/1998,171.39,171.39,171.39,171.39,0,Wednesday,4,44,5,10,16,60,0,0,0,0
10/29/1998,172,172,172,172,0,Thursday,5,44,5,10,16,60,0,0,0,0
11/1/1998,172.41,172.41,172.41,172.41,0,Sunday,1,45,1,11,17,61,0,0,0,0
11/3/1998,174.98,174.98,174.98,174.98,0,Tuesday,3,45,1,11,17,61,0,0,0,0
11/4/1998,176.81,176.81,176.81,176.81,0,Wednesday,4,45,1,11,17,61,0,0,0,0
11/5/1998,179.29,179.29,179.29,179.29,0,Thursday,5,45,1,11,17,61,0,0,0,0
11/8/1998,182.06,182.06,182.06,182.06,0,Sunday,1,46,2,11,17,62,0,0,0,0
11/10/1998,181.67,181.67,181.67,181.67,0,Tuesday,3,46,2,11,17,62,0,0,0,0
11/11/1998,183.58,183.58,183.58,183.58,0,Wednesday,4,46,2,11,17,62,0,0,0,0
11/12/1998,183.77,183.77,183.77,183.77,0,Thursday,5,46,2,11,17,62,0,0,0,0
11/15/1998,183.78,183.78,183.78,183.78,0,Sunday,1,47,3,11,17,63,0,0,0,0
11/16/1998,184.17,184.17,184.17,184.17,0,Monday,2,47,3,11,17,63,0,0,0,0
11/17/1998,183.61,183.61,183.61,183.61,0,Tuesday,3,47,3,11,17,63,0,0,0,0
11/18/1998,185.56,185.56,185.56,185.56,0,Wednesday,4,47,3,11,17,63,0,0,0,0
11/19/1998,187.3,187.3,187.3,187.3,0,Thursday,5,47,3,11,17,63,0,0,0,0
11/22/1998,188.34,188.34,188.34,188.34,0,Sunday,1,48,4,11,17,64,0,0,0,0
11/23/1998,189.46,189.46,189.46,189.46,0,Monday,2,48,4,11,17,64,0,0,0,0
11/24/1998,190.74,190.74,190.74,190.74,0,Tuesday,3,48,4,11,17,64,0,0,0,0
11/25/1998,190.75,190.75,190.75,190.75,0,Wednesday,4,48,4,11,17,64,0,0,0,0
11/26/1998,192.9,192.9,192.9,192.9,0,Thursday,5,48,4,11,17,64,0,0,0,0
11/29/1998,193.45,193.45,193.45,193.45,0,Sunday,1,49,5,11,17,65,0,0,0,0
11/30/1998,192.93,192.93,192.93,192.93,0,Monday,2,49,5,11,17,65,0,0,0,0
12/1/1998,192.66,192.66,192.66,192.66,0,Tuesday,3,49,1,12,18,65,0,0,0,0
12/2/1998,192.85,192.85,192.85,192.85,0,Wednesday,4,49,1,12,18,65,0,0,0,0
12/3/1998,190.55,190.55,190.55,190.55,0,Thursday,5,49,1,12,18,65,0,0,0,0
